"Spectrum X(f) of voice coil displacement"					
"Signal lines"		"Noise + Distortions"		"Noise floor"	
"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"
		328.125	2.73053e-005	328.125	2.73053e-005
				328.125	2.73053e-005
				329.59	5.99947e-005
				329.59	5.99947e-005
				329.59	5.99947e-005
331.055	0.000210843			331.055	1.68628e-005
331.055	1.68628e-005			331.055	1.68628e-005
				331.055	1.68628e-005
		332.52	4.93913e-005	332.52	7.46817e-006
		332.52	7.46817e-006	332.52	7.46817e-006
				332.52	7.46817e-006
				333.984	6.69169e-005
				333.984	6.69169e-005
				333.984	6.69169e-005
		335.449	4.89604e-005	335.449	2.69121e-005
		335.449	2.69121e-005	335.449	2.69121e-005
				335.449	2.69121e-005
				336.914	8.60122e-005
				336.914	8.60122e-005
				336.914	8.60122e-005
		338.379	7.74942e-005	338.379	2.94261e-005
		338.379	2.94261e-005	338.379	2.94261e-005
				338.379	2.94261e-005
				339.844	0.000111053
				339.844	0.000111053
				339.844	0.000111053
341.309	0.000212453			341.309	8.01257e-005
341.309	8.01257e-005			341.309	8.01257e-005
				341.309	8.01257e-005
				342.773	6.21769e-005
				342.773	6.21769e-005
				342.773	6.21769e-005
		344.238	6.713e-005	344.238	4.42133e-005
		344.238	4.42133e-005	344.238	4.42133e-005
				344.238	4.42133e-005
				345.703	9.77043e-005
				345.703	9.77043e-005
				345.703	9.77043e-005
				347.168	0.000146059
				347.168	0.000146059
				347.168	0.000146059
				348.633	3.10599e-005
				348.633	3.10599e-005
				348.633	3.10599e-005
		350.098	9.57258e-005	350.098	7.20006e-005
		350.098	7.20006e-005	350.098	7.20006e-005
				350.098	7.20006e-005
351.563	0.000202952			351.563	6.16108e-005
351.563	6.16108e-005			351.563	6.16108e-005
				351.563	6.16108e-005
		353.027	4.54312e-005	353.027	3.98075e-005
		353.027	3.98075e-005	353.027	3.98075e-005
				353.027	3.98075e-005
		354.492	6.77784e-005	354.492	2.03697e-005
		354.492	2.03697e-005	354.492	2.03697e-005
				354.492	2.03697e-005
		355.957	0.000105827	355.957	5.69215e-005
		355.957	5.69215e-005	355.957	5.69215e-005
				355.957	5.69215e-005
		357.422	5.98816e-005	357.422	5.8955e-005
		357.422	5.8955e-005	357.422	5.8955e-005
				357.422	5.8955e-005
		358.887	9.60579e-005	358.887	4.08642e-005
		358.887	4.08642e-005	358.887	4.08642e-005
				358.887	4.08642e-005
		360.352	4.07538e-005	360.352	3.23669e-005
