"Spectrum X(f) of voice coil displacement"					
"Signal lines"		"Noise + Distortions"		"Noise floor"	
"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"
		257.813	0.000154754	257.813	7.06992e-005
		257.813	7.06992e-005	257.813	7.06992e-005
				257.813	7.06992e-005
		259.277	0.00027092	259.277	2.76473e-005
		259.277	2.76473e-005	259.277	2.76473e-005
				259.277	2.76473e-005
		260.742	0.00052728	260.742	1.66738e-005
		260.742	1.66738e-005	260.742	1.66738e-005
				260.742	1.66738e-005
		262.207	0.000265926	262.207	5.8905e-005
		262.207	5.8905e-005	262.207	5.8905e-005
				262.207	5.8905e-005
263.672	0.00171471			263.672	7.77109e-005
263.672	7.77109e-005			263.672	7.77109e-005
				263.672	7.77109e-005
		265.137	0.000281553	265.137	7.54084e-005
		265.137	7.54084e-005	265.137	7.54084e-005
				265.137	7.54084e-005
		266.602	0.000228663	266.602	8.3897e-005
		266.602	8.3897e-005	266.602	8.3897e-005
				266.602	8.3897e-005
		268.066	0.000329024	268.066	4.089e-005
		268.066	4.089e-005	268.066	4.089e-005
				268.066	4.089e-005
		269.531	0.000147971	269.531	2.48087e-005
		269.531	2.48087e-005	269.531	2.48087e-005
				269.531	2.48087e-005
270.996	0.00211589			270.996	5.40757e-005
270.996	5.40757e-005			270.996	5.40757e-005
				270.996	5.40757e-005
		272.461	0.000353853	272.461	4.29953e-005
		272.461	4.29953e-005	272.461	4.29953e-005
				272.461	4.29953e-005
		273.926	0.000391642	273.926	1.40177e-005
		273.926	1.40177e-005	273.926	1.40177e-005
				273.926	1.40177e-005
		275.391	0.000198992	275.391	5.4648e-005
		275.391	5.4648e-005	275.391	5.4648e-005
				275.391	5.4648e-005
		276.855	0.000328487	276.855	9.52847e-005
		276.855	9.52847e-005	276.855	9.52847e-005
				276.855	9.52847e-005
278.32	0.00198791			278.32	7.9538e-005
278.32	7.9538e-005			278.32	7.9538e-005
				278.32	7.9538e-005
		279.785	0.000112621	279.785	1.90225e-005
		279.785	1.90225e-005	279.785	1.90225e-005
				279.785	1.90225e-005
				281.25	4.94107e-005
				281.25	4.94107e-005
				281.25	4.94107e-005
		282.715	0.000395263	282.715	8.50434e-005
		282.715	8.50434e-005	282.715	8.50434e-005
				282.715	8.50434e-005
